claim_id,model,claim_tokens,retrieved_docs,retrieved_doc_tokens_total,retrieved_total_tokens,evidence_docs,evidence_doc_tokens_total,evidence_total_tokens
819,vert5erini,19,50,456,475,8,68,87
824,vert5erini,19,50,491,510,1,16,35
827,vert5erini,17,50,440,457,0,0,17
829,vert5erini,17,50,518,535,0,0,17
833,vert5erini,18,50,426,444,1,9,27
836,vert5erini,21,50,415,436,10,83,104
842,vert5erini,24,50,379,403,10,99,123
843,vert5erini,24,50,386,410,11,105,129
849,vert5erini,23,50,606,629,0,0,23
850,vert5erini,41,50,440,481,1,7,48
851,vert5erini,23,50,478,501,1,17,40
862,vert5erini,23,50,513,536,3,22,45
864,vert5erini,16,50,425,441,10,74,90
865,vert5erini,32,50,410,442,1,7,39
868,vert5erini,11,50,654,665,9,102,113
869,vert5erini,11,50,654,665,9,102,113
872,vert5erini,13,50,474,487,32,320,333
874,vert5erini,11,50,592,603,4,61,72
875,vert5erini,11,50,590,601,4,61,72
878,vert5erini,27,50,498,525,1,8,35
888,vert5erini,28,50,605,633,3,32,60
889,vert5erini,29,50,595,624,4,41,70
892,vert5erini,21,50,418,439,1,6,27
905,vert5erini,20,50,389,409,1,12,32
906,vert5erini,21,50,381,402,0,0,21
915,vert5erini,32,50,421,453,0,0,32
918,vert5erini,14,50,667,681,1,13,27
920,vert5erini,15,50,518,533,7,69,84
924,vert5erini,15,50,543,558,2,19,34
931,vert5erini,15,50,443,458,2,24,39
932,vert5erini,20,50,471,491,7,65,85
937,vert5erini,15,50,464,479,20,188,203
943,vert5erini,21,50,459,480,1,8,29
947,vert5erini,21,50,505,526,1,11,32
950,vert5erini,19,50,449,468,4,37,56
958,vert5erini,36,50,448,484,1,6,42
961,vert5erini,24,50,497,521,14,133,157
966,vert5erini,25,50,457,482,1,8,33
968,vert5erini,26,50,447,473,0,0,26
981,vert5erini,34,50,476,510,5,48,82
983,vert5erini,28,50,448,476,0,0,28
986,vert5erini,27,50,433,460,6,57,84
987,vert5erini,24,50,468,492,2,20,44
991,vert5erini,12,50,443,455,3,28,40
995,vert5erini,21,50,416,437,1,8,29
1010,vert5erini,23,50,531,554,16,172,195
1013,vert5erini,14,50,449,463,2,19,33
1017,vert5erini,13,50,486,499,0,0,13
1022,vert5erini,29,50,518,547,2,24,53
1039,vert5erini,29,50,396,425,1,6,35
1051,vert5erini,21,50,595,616,11,125,146
1057,vert5erini,19,50,484,503,0,0,19
1059,vert5erini,30,50,379,409,1,7,37
1060,vert5erini,31,50,368,399,1,7,38
1061,vert5erini,30,50,427,457,1,12,42
1063,vert5erini,23,50,482,505,2,21,44
1064,vert5erini,19,50,452,471,1,7,26
1066,vert5erini,19,50,466,485,17,142,161
1076,vert5erini,12,50,440,452,13,125,137
1077,vert5erini,13,50,457,470,28,250,263
1080,vert5erini,14,50,477,491,1,18,32
1082,vert5erini,22,50,634,656,2,36,58
1083,vert5erini,20,50,540,560,0,0,20
1092,vert5erini,29,50,372,401,5,40,69
1093,vert5erini,30,50,397,427,4,25,55
1094,vert5erini,14,50,589,603,6,99,113
1095,vert5erini,20,50,453,473,2,16,36
1108,vert5erini,13,50,472,485,3,41,54
1113,vert5erini,28,50,424,452,6,52,80
1116,vert5erini,16,50,453,469,5,57,73
1117,vert5erini,21,50,434,455,0,0,21
1122,vert5erini,29,50,433,462,0,0,29
1123,vert5erini,29,50,428,457,2,15,44
1124,vert5erini,30,50,438,468,1,8,38
1129,vert5erini,29,50,390,419,6,39,68
1131,vert5erini,32,50,436,468,3,23,55
1143,vert5erini,26,50,482,508,2,17,43
1147,vert5erini,14,50,526,540,4,72,86
1149,vert5erini,19,50,420,439,1,8,27
1151,vert5erini,35,50,507,542,1,13,48
1152,vert5erini,35,50,501,536,1,13,48
1154,vert5erini,40,50,410,450,1,7,47
1155,vert5erini,16,50,547,563,20,237,253
1160,vert5erini,13,50,497,510,22,213,226
1167,vert5erini,35,50,435,470,0,0,35
1172,vert5erini,21,50,441,462,2,14,35
1189,vert5erini,29,50,483,512,2,20,49
1192,vert5erini,25,50,457,482,0,0,25
1198,vert5erini,26,50,413,439,0,0,26
1201,vert5erini,42,50,457,499,0,0,42
1203,vert5erini,24,50,497,521,3,29,53
1217,vert5erini,83,50,466,549,0,0,83
1222,vert5erini,18,50,438,456,4,32,50
1233,vert5erini,20,50,436,456,2,18,38
1240,vert5erini,25,50,438,463,4,36,61
1242,vert5erini,18,50,443,461,2,15,33
1243,vert5erini,28,50,503,531,4,36,64
1250,vert5erini,69,50,496,565,0,0,69
1251,vert5erini,49,50,450,499,1,11,60
1252,vert5erini,49,50,440,489,0,0,49
1256,vert5erini,24,50,540,564,0,0,24
1264,vert5erini,31,50,438,469,0,0,31
1267,vert5erini,18,50,469,487,24,230,248
1277,vert5erini,23,50,497,520,1,9,32
1283,vert5erini,18,50,528,546,1,12,30
1285,vert5erini,20,50,464,484,0,0,20
1286,vert5erini,30,50,502,532,1,4,34
1287,vert5erini,19,50,456,475,8,79,98
1296,vert5erini,20,50,449,469,30,291,311
1299,vert5erini,36,50,509,545,0,0,36
1301,vert5erini,25,50,520,545,0,0,25
1313,vert5erini,37,50,434,471,4,36,73
1317,vert5erini,35,50,435,470,0,0,35
1318,vert5erini,18,50,487,505,1,9,27
1321,vert5erini,25,50,496,521,6,53,78
1326,vert5erini,19,50,469,488,6,60,79
1329,vert5erini,28,50,484,512,7,83,111
1338,vert5erini,26,50,440,466,3,28,54
1343,vert5erini,40,50,429,469,1,6,46
1354,vert5erini,21,50,486,507,3,22,43
1357,vert5erini,24,50,433,457,3,21,45
1365,vert5erini,22,50,566,588,0,0,22
1369,vert5erini,17,50,483,500,3,26,43
1377,vert5erini,17,50,475,492,6,72,89
1384,vert5erini,24,50,389,413,4,34,58
1388,vert5erini,20,50,486,506,1,5,25
1396,vert5erini,19,50,444,463,2,17,36
1399,vert5erini,20,50,489,509,1,10,30
1408,vert5erini,19,50,439,458,0,0,19
